EDUC,EXPE,EDSUP,MUJER,SALARIO
10,12,0,1,4.025405
12,31,0,0,8.727663
6,21,0,0,9.833851
12,34,0,0,20.37633
10,38,0,0,18.50076
10,35,0,1,7.70682
10,12,0,0,7.33223
15,7,1,0,11.49425
10,42,0,1,4.876839
10,38,0,1,6.141724
6,11,0,0,8.572644
17,12,1,0,12.64368
10,34,0,0,21.75862
12,3,0,1,7.161724
15,12,1,0,10.20494
10,24,0,1,6.862874
12,43,0,0,22.46935
15,6,1,1,11.43895
17,7,1,0,9.828218
15,29,1,1,4.963744
12,7,0,1,6.331379
14,10,0,0,5.747127
6,40,0,0,11.53962
6,28,0,0,7.653966
10,44,0,0,7.262989
12,40,0,1,11.19989
17,10,1,1,7.899204
10,16,0,0,10.88546
17,11,1,0,14.95638
6,16,0,0,8.099942
6,27,0,0,6.631035
12,12,0,1,5.047241
10,31,0,0,21.6349
17,15,1,1,10.22563
12,16,0,0,6.45046
14,14,0,1,4.748046
10,33,0,0,11.31305
14,10,0,0,38.31414
10,48,0,0,21.53747
6,53,0,0,10.8046
6,36,0,1,6.054943
10,22,0,0,13.07724
15,13,1,1,14.38426
6,13,0,0,7.700695
10,11,0,0,12.48035
10,34,0,1,11.1
17,24,1,0,68.21609
12,35,0,1,6.07977
12,29,0,0,11.75667
15,7,1,1,7.200977
14,6,0,0,7.256552
12,9,0,0,7.262701
17,9,1,0,16.55933
12,22,0,1,14.10969
12,12,0,0,9.032644
10,17,0,1,4.656782
10,12,0,1,7.329239
12,26,0,0,23.43415
12,14,0,1,9.351609
10,14,0,1,5.153694
10,17,0,0,8.298143
12,13,0,1,5.82546
14,29,0,1,17.03649
12,29,0,1,7.2198
6,40,0,0,8.383908
17,16,1,0,9.325
12,6,0,1,7.418518
12,27,0,0,13.76488
6,39,0,0,16.69366
10,16,0,0,9.788363
10,30,0,0,11.55172
10,25,0,1,5.144483
10,21,0,0,12.64368
17,39,1,1,29.91094
12,39,0,0,13.10174
6,32,0,0,15.23225
10,35,0,1,6.027759
17,15,1,0,22.43079
15,11,1,1,8.884943
6,11,0,0,7.947931
12,28,0,1,10.07971
17,13,1,0,25.37833
6,26,0,0,12.325
12,14,0,1,10.39628
10,16,0,0,6.061322
10,18,0,0,11.48971
12,26,0,1,7.444777
15,16,1,0,19.99506
12,27,0,1,11.20328
12,35,0,0,20.60339
17,19,1,0,54.23373
12,21,0,0,10.55921
10,7,0,0,9.348199
14,28,0,0,19.13954
12,23,0,0,11.51707
6,30,0,0,8.84477
10,15,0,0,11.93753
12,22,0,0,7.951681
10,8,0,0,15.19277
17,11,1,1,29.93678
10,32,0,0,8.160345
17,9,1,0,10.50986
17,9,1,0,6.703735
6,27,0,0,6.502876
12,12,0,1,9.07441
10,41,0,0,8.242989
15,12,1,1,9.153165
17,14,1,0,29.15747
6,30,0,1,8.034884
10,31,0,0,6.539097
15,11,1,0,17.24138
10,11,0,1,7.529119
17,1,1,1,5.787586
17,19,1,1,19.94397
17,13,1,1,15.06183
14,33,0,0,9.136208
15,24,1,0,10.4869
10,20,0,0,7.106955
17,24,1,0,19.20454
12,34,0,0,26.1608
10,22,0,0,8.421149
12,26,0,0,14.76224
10,11,0,1,9.591208
6,40,0,0,10.78051
10,31,0,1,12.18985
17,22,1,0,14.25018
12,15,0,0,9.630283
6,34,0,0,9.679885
17,12,1,1,12.12971
10,14,0,0,7.405862
14,12,0,0,11.24757
17,7,1,1,22.6908
12,15,0,0,7.85638
12,38,0,1,27.03701
15,12,1,1,12.57202
12,18,0,1,16.62751
10,14,0,0,4.896858
17,25,1,0,33.92548
17,5,1,0,18.88339
6,38,0,0,6.97349
17,42,1,0,32.77971
10,30,0,0,7.564425
12,28,0,0,27.14191
17,9,1,1,17.62833
6,31,0,0,9.569828
12,45,0,0,9.491923
6,24,0,0,5.322356
12,11,0,0,11.64782
12,30,0,1,10.05856
10,43,0,0,15.1685
10,13,0,0,7.881724
15,29,1,0,22.57471
12,14,0,0,9.469425
12,35,0,1,19.31592
17,32,1,0,19.27577
15,25,1,0,21.14391
10,41,0,0,12.32638
6,25,0,1,5.577496
6,40,0,0,7.617759
6,39,0,1,7.46708
15,14,1,1,7.986667
14,8,0,1,12.67919
6,18,0,0,5.321313
17,18,1,0,16.11678
10,10,0,1,7.781871
10,26,0,1,6.526437
10,27,0,0,12.24151
12,13,0,1,4.588889
15,7,1,0,4.96569
17,13,1,1,13.58483
15,12,1,1,11.75536
17,8,1,0,13.973
10,42,0,0,8.519828
6,37,0,0,8.058355
6,17,0,0,9.989254
12,18,0,0,13.31459
15,9,1,1,15.25353
12,11,0,0,27.30629
17,11,1,0,7.04023
10,26,0,0,9.885518
15,17,1,0,49.59707
17,9,1,0,13.85471
10,9,0,0,7.038325
12,22,0,0,18.71921
12,4,0,1,5.779463
12,41,0,1,5.747127
6,24,0,1,5.804713
17,12,1,0,5.321519
12,9,0,0,11.79488
17,18,1,0,24.18408
14,16,0,0,9.263367
6,50,0,1,5.746666
10,28,0,0,7.870283
17,11,1,0,14.62677
6,16,0,0,11.07967
6,19,0,0,8.92014
15,36,1,0,9.889368
15,13,1,0,12.68966
12,27,0,0,14.12729
6,40,0,1,10.31005
12,9,0,1,6.024426
17,27,1,1,17.53681
17,2,1,0,11.01333
17,37,1,0,21.49713
15,12,1,1,9.517241
6,43,0,0,10.29017
12,13,0,0,10.36155
6,27,0,0,7.125644
10,34,0,0,32.25092
12,22,0,1,9.667585
6,26,0,0,8.156724
12,14,0,0,4.764836
6,41,0,0,10.29726
12,17,0,0,10.74787
10,20,0,0,7.471264
6,26,0,1,5.892184
6,41,0,1,8.744943
10,28,0,0,6.464253
6,30,0,0,11.71937
12,31,0,1,13.82764
6,30,0,0,9.633366
17,12,1,1,7.223153
14,37,0,0,19.95272
15,21,1,0,38.12241
10,23,0,1,9.265197
10,30,0,0,11.89793
6,33,0,1,8
6,22,0,0,10.3663
6,40,0,0,14.71023
14,32,0,1,7.05064
17,3,1,1,16.78915
12,14,0,0,11.41346
17,12,1,1,26.35632
14,31,0,0,40.03189
6,18,0,1,12.68518
10,27,0,1,9.595632
10,14,0,0,11.41126
12,26,0,0,14.28339
10,20,0,1,5.908103
17,32,1,1,36.37852
10,38,0,0,19.84263
15,31,1,1,19.43166
12,17,0,1,10.10029
12,16,0,1,8.028678
12,25,0,0,7.417012
12,39,0,0,15.11644
12,21,0,0,21.58236
10,29,0,0,11.2542
15,5,1,0,10.13529
10,36,0,0,12.42225
6,26,0,0,15.69931
6,51,0,1,6.160518
12,18,0,0,9.852242
15,16,1,0,18.91147
0,58,0,0,50.05504
15,39,1,0,22.17892
12,32,0,1,24.24276
10,27,0,1,8.214907
12,34,0,0,10.2431
6,46,0,0,11.73178
12,30,0,1,6.419352
17,5,1,1,4.972586
15,8,1,1,6.556015
17,18,1,0,15.07592
10,33,0,0,12.47069
10,23,0,0,13.16103
10,23,0,0,8.160153
6,40,0,0,8.70138
10,8,0,0,8.382127
15,28,1,0,21.14135
6,36,0,0,8.132529
10,23,0,0,7.305632
17,34,1,0,54.14253
10,18,0,0,5.96092
15,28,1,1,11.29998
0,50,0,0,11.51134
12,26,0,1,11.60223
10,7,0,1,7.917433
6,41,0,0,32.90345
17,14,1,0,22.57759
6,18,0,1,7.364597
12,21,0,0,15.78371
17,14,1,0,44.20867
10,27,0,0,8.106034
10,14,0,0,9.059909
15,11,1,1,6.146782
12,37,0,0,12.45098
6,51,0,0,13.09845
0,44,0,0,31.01274
14,5,0,1,8.632184
10,35,0,0,8.715205
10,26,0,1,8.110897
6,34,0,0,12.82583
10,16,0,1,6.644253
12,14,0,0,22.70429
0,26,0,1,12.20057
6,22,0,0,6.626494
12,32,0,0,10.50822
10,28,0,1,7.26786
6,36,0,1,6.16092
6,21,0,0,9.278448
10,30,0,1,6.423621
10,17,0,0,6.168276
17,29,1,0,23.71092
17,24,1,1,33.94586
12,22,0,1,8.633835
12,21,0,0,10.94132
14,17,0,1,8.057471
15,15,1,1,14.67839
10,28,0,1,7.899885
15,15,1,0,53.64322
10,15,0,1,8.77977
15,6,1,1,15.20454
12,20,0,0,8.36832
12,41,0,0,11.81776
17,31,1,1,14.84353
15,27,1,0,14.35575
14,16,0,0,17.44676
12,33,0,0,17.72934
12,16,0,1,4.836494
12,12,0,1,11.95924
10,19,0,0,16.14362
15,21,1,0,8.10364
6,31,0,0,8.117184
6,46,0,1,5.052636
12,32,0,1,10.8192
17,19,1,0,10.41012
6,35,0,1,4.637586
12,32,0,0,16.36293
17,33,1,0,29.01034
14,15,0,0,16.29655
10,18,0,0,10.93931
6,29,0,0,14.29506
6,21,0,0,10.67414
10,27,0,0,6.991772
17,10,1,0,13.17736
10,29,0,1,5.481874
17,29,1,0,11.51485
6,32,0,1,8.594636
10,21,0,0,18.44773
12,29,0,1,6.805885
14,13,0,0,9.497759
12,44,0,1,7.585795
14,22,0,0,7.64046
12,25,0,0,10.08397
15,11,1,1,12.71128
15,25,1,1,12.85845
10,10,0,0,10.45507
10,33,0,0,6.772211
14,20,0,0,8.613047
10,22,0,0,6.948449
6,21,0,1,8.727695
17,7,1,0,13.64943
6,34,0,0,8.256507
10,26,0,1,8.144368
10,18,0,0,9.300066
10,46,0,1,14.98313
10,36,0,1,10.53305
6,41,0,0,10.5696
12,39,0,0,8.636667
15,41,1,1,14.48478
18,14,1,1,11.89564
10,17,0,1,6.655632
15,21,1,1,11.20766
12,9,0,1,5.736782
6,37,0,1,5.266092
10,15,0,0,6.004598
10,6,0,0,5.417414
15,15,1,0,25.50883
12,6,0,0,4.76546
12,11,0,1,9.939114
14,26,0,0,10.5896
6,22,0,0,6.80638
10,41,0,0,8.760747
17,9,1,0,10.46793
10,39,0,1,5.438332
6,10,0,0,6.691236
12,20,0,1,14.62764
10,41,0,1,8.538522
17,14,1,1,23.05453
17,26,1,0,15.27437
17,21,1,1,30.3014
14,1,0,0,9.093736
6,20,0,0,8.87023
6,22,0,0,5.316092
14,25,0,1,18.19885
6,45,0,0,6.512931
15,15,1,0,17.09345
10,13,0,0,18.37931
14,20,0,0,12.0858
14,27,0,0,12.05333
14,10,0,0,7.234828
10,13,0,1,3.64
12,18,0,1,9.510345
10,35,0,1,13.10776
12,44,0,1,13.32355
10,31,0,0,6.055574
15,16,1,0,9.560229
10,17,0,0,10.13241
10,18,0,0,12.69299
12,16,0,0,6.133333
17,21,1,1,16.66379
10,13,0,1,4.941724
6,30,0,0,9.12477
17,11,1,1,8.989253
10,32,0,1,6.613711
15,5,1,1,12.05202
12,6,0,1,6.423161
6,40,0,1,6.883876
10,29,0,1,6.956187
12,34,0,0,18.22304
10,24,0,0,10.39483
6,8,0,0,4.597701
17,13,1,1,12.24247
6,13,0,1,4.966149
12,15,0,1,8.136953
15,11,1,1,15.86832
10,18,0,1,7.277395
15,27,1,1,20.27833
12,39,0,1,6.120517
12,27,0,1,7.336159
10,6,0,0,7.40546
17,17,1,0,32.4576
0,28,0,1,19.55149
10,21,0,1,6.97161
17,16,1,1,26.05797
6,46,0,1,4.699888
15,29,1,1,9.184188
10,12,0,0,12.45465
6,30,0,0,5.582299
12,22,0,0,7.507184
10,17,0,0,6.814655
6,31,0,1,8.359253
17,14,1,0,14.47675
10,8,0,0,8.530825
6,25,0,0,12.01136
12,14,0,1,10.34943
12,21,0,1,7.063224
17,3,1,0,11.49425
17,12,1,0,13.7328
10,9,0,1,7.602759
12,16,0,1,7.508836
6,41,0,0,11.96905
12,18,0,1,7.804598
14,30,0,0,15.1177
17,18,1,1,13.01494
6,14,0,0,7.08
12,28,0,1,14.78
10,10,0,1,8.511481
10,28,0,1,12.02822
6,33,0,1,4.742356
6,16,0,1,9.336667
6,35,0,0,9.78546
6,22,0,0,6.859483
10,19,0,1,6.547126
10,38,0,0,6.175424
6,32,0,1,7.300287
12,11,0,1,4.832989
10,25,0,0,5.920946
12,8,0,1,7.287724
10,12,0,0,9.300492
12,24,0,0,8.085919
17,7,1,0,16.00983
17,17,1,0,19.44799
12,11,0,0,11.20913
17,23,1,1,19.033
17,13,1,1,8.538588
10,17,0,1,9.251008
17,22,1,0,43.09548
14,9,0,0,7.375463
15,22,1,0,15.90325
10,20,0,0,6.994656
6,24,0,1,7.168793
15,29,1,0,19.25996
12,25,0,0,10.13425
17,39,1,0,34.84483
6,48,0,0,13.21839
10,41,0,1,5.176494
12,10,0,1,11.0521
12,13,0,0,7.321426
6,41,0,0,7.236035
15,37,1,1,31.31343
6,49,0,0,7.589655
17,16,1,1,11.08374
6,42,0,1,3.639867
6,23,0,0,6.512529
14,9,0,1,6.796494
14,24,0,0,6.37092
6,22,0,1,6.26752
17,7,1,0,16.31132
12,28,0,1,7.901977
15,12,1,0,12.75942
18,15,1,0,8.583333
17,10,1,1,9.460309
6,50,0,1,8.538161
14,12,0,1,8.245748
17,11,1,1,7.471322
10,22,0,1,19.37044
6,46,0,0,19.1703
12,17,0,1,4.618577
12,12,0,0,6.286258
17,13,1,1,10.96467
10,17,0,0,7.503341
12,19,0,0,11.41816
15,12,1,0,8.48023
14,29,0,0,10.62805
15,5,1,1,16.01817
12,34,0,0,15.57173
12,28,0,0,11.36356
15,11,1,1,7.211966
10,5,0,0,6.853333
10,29,0,0,14.47839
10,27,0,0,12.23885
6,51,0,0,6.657471
6,20,0,1,8.339262
12,23,0,0,8.992381
15,7,1,1,5.933218
17,12,1,0,17.91707
12,26,0,0,12.77011
10,26,0,1,8.310147
12,18,0,0,8.581684
12,36,0,0,8.856174
10,46,0,1,5.23977
17,27,1,0,107.1864
17,42,1,0,17.53721
17,24,1,0,23.38332
10,21,0,0,10.05584
10,21,0,0,7.647414
12,30,0,0,7.799455
15,10,1,0,11.48244
17,25,1,0,25.34736
17,17,1,0,18.5081
15,37,1,1,12.50241
6,33,0,1,7.866961
14,25,0,0,17.20343
10,33,0,0,10.19358
17,18,1,0,11.65557
14,40,0,0,10.60649
18,10,1,0,12.54828
17,13,1,0,11.08374
10,21,0,0,7.616705
12,17,0,0,8.107874
12,37,0,0,10.90969
6,14,0,1,7.115402
12,23,0,1,8.444311
6,28,0,0,8.53523
12,9,0,1,5.832337
14,9,0,1,8.348011
14,11,0,1,5.620632
17,15,1,1,17.6519
6,37,0,0,9.535568
10,24,0,0,8.35885
10,19,0,0,6.619806
10,30,0,1,12.14474
10,22,0,1,6.287126
10,6,0,1,5.350574
10,23,0,0,6.814655
12,27,0,1,30.87289
6,23,0,0,6.410689
10,27,0,1,7.425287
17,7,1,0,13.83837
10,22,0,0,10.2775
10,17,0,0,5.630632
10,19,0,0,7.033965
17,21,1,0,17.39476
6,29,0,0,7.267529
17,9,1,1,9.116299
10,27,0,1,4.438713
6,11,0,0,8.985977
17,9,1,1,12.03572
6,33,0,1,5.216552
6,32,0,0,6.190283
12,38,0,0,12.92464
6,19,0,0,21.17132
10,16,0,1,5.61046
17,9,1,1,6.167356
12,32,0,0,6.652184
12,9,0,1,7.090805
17,16,1,0,16.24178
10,13,0,1,6.671954
10,6,0,0,5.32908
18,9,1,0,14.51655
12,7,0,1,6.051385
17,6,1,1,19.7069
10,38,0,1,10.16259
14,7,0,0,13.20752
10,17,0,1,7.350862
10,21,0,0,5.555287
15,26,1,0,15.51869
12,22,0,1,5.955797
17,10,1,0,12.4712
6,26,0,1,6.711494
12,21,0,0,14.55931
10,25,0,0,17.73401
12,44,0,1,7.877395
10,15,0,1,6.161379
10,37,0,1,8.220428
12,26,0,1,5.402644
12,1,0,1,6.089119
14,5,0,0,7.560863
17,11,1,1,21.89504
10,33,0,0,8.237299
14,14,0,1,10.41207
12,5,0,0,5.2
14,20,0,0,9.535115
17,13,1,0,33.32178
10,28,0,0,11.90672
6,32,0,1,4.974384
14,19,0,0,19.19708
6,22,0,1,5.36569
10,24,0,0,6.047644
6,35,0,0,6.649713
10,26,0,1,14.00671
10,29,0,0,9.17339
10,31,0,0,8.089195
6,36,0,0,4.091954
15,26,1,0,18.01236
6,12,0,1,4.985568
6,42,0,0,11.82778
6,15,0,0,9.222281
15,14,1,1,10.7204
12,14,0,1,6.515517
10,25,0,1,6.310058
17,7,1,1,8.059885
10,53,0,0,7.576551
15,9,1,1,6.076322
12,14,0,0,10.34772
17,16,1,1,26.85069
17,26,1,1,15.96661
12,15,0,1,6.370517
12,12,0,0,7.183908
12,18,0,0,10.42667
12,14,0,0,13.28753
12,30,0,0,12.14713
6,13,0,1,7.130172
10,45,0,0,6.421763
10,34,0,1,8.602365
10,29,0,0,6.76931
14,8,0,1,6.005305
17,30,1,0,15.87333
18,33,1,1,34.53996
14,16,0,1,5.271954
17,15,1,1,9.917586
12,14,0,0,12.2221
12,39,0,1,5.728218
14,15,0,1,9.282298
17,9,1,1,6.556035
10,32,0,1,6.975
6,32,0,1,8.177638
10,36,0,0,20.44729
17,5,1,1,11.96667
10,18,0,1,6.402586
10,23,0,1,8.795287
10,19,0,0,9.898702
17,19,1,0,17.19712
6,31,0,0,10.9464
6,40,0,0,5.863563
17,8,1,0,14.79148
17,13,1,0,26.97603
17,10,1,1,27.64017
17,14,1,0,11.58603
10,36,0,0,9.567586
10,10,0,0,4.968391
10,4,0,1,7.103448
12,17,0,1,7.735229
10,16,0,0,10.62051
17,20,1,0,17.33402
6,46,0,1,5.668736
6,41,0,0,37.27017
14,9,0,0,10.16085
6,38,0,0,18.52368
10,30,0,1,13.44296
15,17,1,1,11.48937
15,37,1,0,15.18785
10,15,0,1,5.60859
10,13,0,0,9.461493
10,41,0,1,11.19885
12,15,0,1,6.79046
6,33,0,0,5.463391
6,17,0,0,10.42282
10,10,0,0,7.343908
17,20,1,1,23.11212
12,21,0,1,7.76394
6,24,0,0,6.138279
17,13,1,0,15.46718
12,23,0,1,8.863333
17,10,1,0,10.75544
12,24,0,0,12.05716
6,39,0,1,7.047816
10,26,0,0,11.2731
6,36,0,1,13.28874
10,44,0,1,9.345139
14,21,0,0,17.26115
10,38,0,1,12.18351
12,25,0,1,15.46075
6,11,0,0,7.97477
12,26,0,0,8.894025
12,31,0,1,11.59224
12,32,0,0,24.48851
6,18,0,0,10.13408
14,2,0,0,12.87356
17,16,1,1,12.76874
14,34,0,0,16.77006
10,21,0,1,10.61293
14,9,0,0,6.603196
6,36,0,0,13.49582
10,8,0,0,6.920172
18,10,1,0,14.77833
10,35,0,1,8.485904
14,30,0,0,22.81739
17,2,1,0,13.18144
6,36,0,0,6.104598
12,9,0,0,6.625977
10,34,0,0,4.045738
12,42,0,1,12.40436
15,12,1,1,26.54105
18,39,1,0,15.09454
10,27,0,0,12.56259
17,14,1,0,6.321839
12,13,0,1,5.893345
12,20,0,0,13.28879
10,37,0,0,19.95977
6,31,0,1,5.409655
12,25,0,0,10.6834
12,16,0,1,30.18603
17,23,1,1,16.67065
14,21,0,1,10.76926
14,37,0,0,23.29615
6,31,0,0,18.13813
6,17,0,1,10.98149
17,14,1,1,16.24965
12,33,0,1,11.46552
12,24,0,1,7.319172
6,27,0,1,8.381762
12,15,0,0,9.578564
12,12,0,0,9.283046
15,8,1,1,7.858968
6,38,0,1,7.505517
12,11,0,1,4.990498
6,34,0,0,15.19615
18,8,1,0,9.667931
14,36,0,0,24.92017
14,15,0,0,14.73897
14,14,0,1,9.880115
6,43,0,1,5.363763
17,8,1,1,9.445402
10,20,0,0,6.111494
6,37,0,1,6.228621
14,39,0,0,20.31115
6,9,0,1,5.246437
15,8,1,0,8.280723
6,40,0,0,12.31883
10,2,0,0,4.918966
6,22,0,1,4.274713
6,48,0,0,12.77534
10,29,0,1,9.396994
17,28,1,0,22.05128
17,16,1,1,13.71471
14,12,0,0,15.94868
6,22,0,1,5.90728
12,23,0,1,6.318833
17,2,1,1,7.663072
14,23,0,0,16.0696
12,13,0,1,9.959951
10,7,0,0,8.539498
12,17,0,0,8.801782
15,17,1,1,12.11603
17,8,1,0,19.08164
15,4,1,1,14.97044
17,25,1,1,30.66041
10,11,0,0,7.47657
10,18,0,1,7.192874
12,18,0,0,11.51179
12,14,0,1,5.971552
14,6,0,1,8.474541
12,25,0,0,12.60139
12,32,0,1,8.255829
10,24,0,0,11.18109
6,16,0,1,8.620689
17,21,1,1,19.62266
6,43,0,0,7.151092
12,24,0,0,11.58425
15,13,1,1,10.89104
12,31,0,0,21.64793
6,34,0,0,7.915862
17,13,1,1,15.43854
17,3,1,1,9.195402
12,42,0,0,9.598391
10,14,0,0,7.598506
14,5,0,1,8.693793
12,39,0,0,13.41303
17,21,1,1,24.04276
12,13,0,1,7.841666
12,35,0,1,14.64805
12,33,0,1,6.404874
10,32,0,0,7.128621
12,37,0,1,10.59054
14,14,0,0,6.416206
18,23,1,1,21.68343
12,33,0,0,13.03787
12,17,0,0,12.51483
15,35,1,1,10.51382
10,33,0,0,18.90172
12,27,0,1,5.841413
17,6,1,1,17.11362
15,25,1,1,19.90885
0,25,0,0,20.3466
10,17,0,1,7.429943
14,13,0,1,6.774714
15,40,1,1,19.21439
12,9,0,1,6.981322
12,7,0,1,7.528161
15,30,1,1,13.03546
10,24,0,1,9.099368
17,20,1,1,20.37836
10,42,0,0,4.322824
6,13,0,0,4.673024
10,33,0,0,5.815919
12,19,0,1,10.1535
12,41,0,1,26.76075
6,37,0,0,3.639655
6,24,0,1,6.836494
17,13,1,0,17.26997
6,21,0,0,8.207069
15,21,1,1,53.40684
10,11,0,0,7.80885
12,28,0,1,8.941807
12,32,0,1,7.05523
14,30,0,0,11.26266
17,7,1,0,13.31592
17,9,1,0,13.97512
12,40,0,0,22.81299
10,28,0,0,4.681782
10,15,0,1,8.717127
12,15,0,0,7.39023
15,11,1,1,5.729827
12,12,0,1,6.655939
17,12,1,0,8.82592
12,18,0,1,5.704828
15,17,1,1,17.67232
6,20,0,0,9.852242
6,48,0,0,24.31959
6,23,0,0,7.19523
6,31,0,0,8.468621
12,41,0,1,19.05655
6,32,0,1,10.1023
6,26,0,1,5.775172
12,43,0,0,13.45012
17,28,1,0,40.86247
15,11,1,0,17.71121
17,11,1,0,10.15605
17,10,1,0,6.942912
15,15,1,1,14.36782
12,15,0,0,11.42573
6,36,0,0,6.814655
10,12,0,1,18.83502
15,23,1,1,16.62171
10,21,0,0,10.17204
10,42,0,1,6.055173
17,17,1,1,5.178207
10,21,0,0,6.360344
10,31,0,0,7.030728
12,14,0,1,7.825874
14,20,0,0,19.29552
12,24,0,1,16.01957
10,17,0,0,9.048333
10,20,0,1,5.959655
15,22,1,1,12.32104
12,17,0,0,11.57385
17,15,1,1,10.35057
17,15,1,0,10.94471
6,16,0,1,6.329426
6,36,0,0,9.854367
6,11,0,1,6.085862
12,10,0,1,8.43164
15,31,1,0,63.06943
6,41,0,0,9.010574
14,13,0,0,14.64793
10,42,0,1,7.989023
12,13,0,1,6.055172
10,17,0,0,7.687873
6,5,0,1,4.03046
17,2,1,1,11.82759
15,4,1,1,6.658391
12,9,0,1,6.021782
10,38,0,1,5.854943
10,29,0,0,8.989508
14,21,0,1,8.754148
10,45,0,1,5.838965
12,10,0,1,8.471034
10,46,0,0,7.922495
12,38,0,0,19.81425
6,30,0,1,7.422873
10,6,0,0,8.688505
10,38,0,1,8.31092
6,17,0,0,12.26052
6,15,0,0,10.13374
17,14,1,0,21.12753
10,39,0,0,24.70328
12,31,0,1,5.056897
10,26,0,0,8.336989
17,6,1,0,9.502414
12,38,0,0,15.87869
10,15,0,0,13.31661
10,26,0,1,4.148506
10,16,0,1,7.356366
14,4,0,0,10.28914
10,12,0,1,11.9023
6,32,0,1,4.760115
14,10,0,1,8.449364
15,21,1,0,14.99511
14,12,0,0,7.733391
12,11,0,0,8.422529
17,19,1,0,15.75315
6,22,0,0,6.356852
10,18,0,0,9.488966
6,43,0,0,13.75046
6,12,0,0,7.955173
17,24,1,0,18.02103
14,8,0,0,12.23657
14,17,0,1,6.164023
10,17,0,0,10.7623
12,18,0,1,5.747127
10,20,0,0,6.861339
14,28,0,0,15.66006
12,9,0,0,5.492033
6,49,0,0,11.81736
12,24,0,1,7.017035
14,13,0,0,14.14575
14,18,0,0,13.93989
10,22,0,0,6.790804
12,24,0,0,27.68316
10,7,0,1,6.586053
14,9,0,1,4.93092
12,21,0,1,8.135454
10,20,0,1,18.7831
14,18,0,1,12.43109
6,12,0,0,7.333103
12,24,0,0,6.15339
10,8,0,0,9.499827
17,16,1,1,12.26213
12,45,0,1,17.55212
17,7,1,0,8.96161
10,31,0,0,10.62668
10,27,0,1,4.885057
12,23,0,0,9.195402
14,18,0,1,10.9723
10,16,0,1,5.763448
10,40,0,1,19.30094
14,5,0,0,10.53841
12,35,0,0,11.34515
12,6,0,1,6.553964
12,19,0,0,14.44035
12,7,0,1,8.755632
17,16,1,0,18.51149
6,52,0,0,14.37931
10,30,0,0,10.42784
10,28,0,0,11.72414
12,33,0,1,14.94686
6,21,0,0,6.63431
6,47,0,0,22.97842
6,17,0,0,4.992069
15,13,1,1,12.80511
10,22,0,0,6.111001
10,10,0,0,8.739081
12,43,0,0,21.83646
10,20,0,0,11.11718
12,25,0,0,13.81925
6,42,0,0,19.49793
17,21,1,1,19.83222
15,12,1,1,16.96769
17,12,1,1,9.184276
15,33,1,1,8.824302
12,39,0,1,8.542931
10,32,0,1,7.276667
15,20,1,0,16.55324
14,11,0,0,11.48375
15,42,1,1,12.39363
15,27,1,0,22.38935
14,28,0,0,13.00207
6,27,0,0,5.92775
17,5,1,0,18.10291
15,28,1,1,10.1665
6,12,0,0,6.232989
14,21,0,1,5.747127
6,27,0,0,9.84707
12,16,0,1,8.261495
12,22,0,0,15.00799
10,25,0,0,11.08235
12,14,0,1,7.89115
10,19,0,0,11.08052
17,35,1,0,14.74506
12,12,0,1,6.655939
14,36,0,0,11.07615
6,9,0,0,7.220402
6,34,0,0,6.258506
14,24,0,0,8.996724
12,11,0,0,9.482759
12,27,0,1,8.919277
6,20,0,0,7.86477
10,34,0,1,8.697586
10,17,0,0,6.892445
